"rawScores","guideScore","log2_rate_ratio","repl1_bf","repl2_bf","chrom","label","start","end"
2.63954404805338,2.63954404805338,1,1.85210407078737,0.787439977266015,"chr6","chr",30132134,30135081
-2.69347852832112,-2.69347852832112,1,-0.533219199051306,-2.16025932926981,"chr6","chr",30132154,30136329
-3.58194928814166,-3.58194928814166,1,-3.29817007909472,-0.283779209046933,"chr6","chr",30132159,30139582
-6.36727115420331,-6.36727115420331,1,-3.16813403920008,-3.19913711500323,"chr6","chr",30132333,30135422
-5.68144028805939,-5.68144028805939,1,-3.17490236058849,-2.5065379274709,"chr6","chr",30132384,30136433
1.41676498122021,1.41676498122021,1,-2.68903485129645,4.10579983251666,"chr6","chr",30132465,30135467
-0.444931259288067,-0.444931259288067,1,0.528330929686636,-0.973262188974703,"chr6","chr",30132704,30135599
-4.16233436449808,-4.16233436449808,1,-3.45044005209109,-0.711894312406997,"chr6","chr",30132705,30136787
-2.96118360814106,-2.96118360814106,1,0.418480409042111,-3.37966401718317,"chr6","chr",30134702,30135634
-0.795521805826397,-0.795521805826397,1,0.541922861049922,-1.33744466687632,"chr6","chr",30134819,30135905
-3.03190932728977,-3.03190932728977,1,-1.149431088051,-1.88247823923876,"chr6","chr",30134952,30135926
-0.580690219436359,-0.580690219436359,1,-0.296911010389426,-0.283779209046933,"chr6","chr",30134969,30137612
3.67987784250458,3.67987784250458,1,0.661928685415504,3.01794915708908,"chr6","chr",30135033,30140722
-4.3270701197725,-4.3270701197725,1,-3.06491606815085,-1.26215405162165,"chr6","chr",30135062,30136074
0.088709299596077,0.088709299596077,1,-0.533219199051306,0.621928498647383,"chr6","chr",30135178,30136293
2.14935234085148,2.14935234085148,1,-0.992641403762942,3.14199374461442,"NA","neg",NA,NA
-8.19204955576679,-8.19204955576679,1,-3.94586837344881,-4.24618118231798,"NA","neg",NA,NA
-2.69062406838307,-2.69062406838307,1,-0.923522079268029,-1.76710198911505,"chr6","chr",30135523,30136529
0.0764889055487123,0.0764889055487123,1,-0.533219199051306,0.609708104600019,"chr6","chr",30135633,30136792
0.664726050675788,0.664726050675788,1,-0.533219199051306,1.19794524972709,"chr6","chr",30135656,30141180
4.00377252286511,4.00377252286511,1,1.30750297005573,2.69626955280938,"chr6","chr",30135703,30138378
-0.617330652886238,-0.617330652886238,1,-1.34061745258941,0.723286799703171,"chr6","chr",30135795,30137041
0.322656396280706,0.322656396280706,1,1.56423145170658,-1.24157505542588,"chr6","chr",30135905,30137128
-0.580522040379844,-0.580522040379844,1,-0.533219199051306,-0.0473028413285377,"chr6","chr",30136057,30137516
-0.496261562547039,-0.496261562547039,1,-2.64792500998634,2.1516634474393,"chr6","chr",30136075,30138690
-2.39167388062363,-2.39167388062363,1,-0.533219199051306,-1.85845468157233,"chr6","chr",30136244,30137563
-0.543068781624708,-0.543068781624708,1,2.22373413241933,-2.76680291404404,"chr6","chr",30136350,30137651
-4.89819118660317,-4.89819118660317,1,-1.50172474266284,-3.39646644394033,"chr6","chr",30136419,30139472
-5.71516335534654,-5.71516335534654,1,-3.63277852035801,-2.08238483498852,"chr6","chr",30136484,30137827
-4.39991601884415,-4.39991601884415,1,-2.95754900452695,-1.4423670143172,"chr6","chr",30136766,30137972
-3.05109882424015,-3.05109882424015,1,-2.76731961519321,-0.283779209046933,"chr6","chr",30136786,30140127
-3.29880794598007,-3.29880794598007,1,-0.533219199051306,-2.76558874692877,"chr6","chr",30136802,30143132
-4.66383436201914,-4.66383436201914,1,-1.53849890846099,-3.12533545355815,"chr6","chr",30136966,30138177
-1.98031615482514,-1.98031615482514,1,0.399273405378679,-2.37958956020382,"chr6","chr",30137059,30138273
-3.46192038005789,-3.46192038005789,1,-3.17814117101096,-0.283779209046933,"chr6","chr",30137421,30138324
-0.0683753636460871,-0.0683753636460871,1,-1.05464348282528,0.986268119179197,"chr6","chr",30137523,30138479
-4.31132925666323,-4.31132925666323,1,-1.22387962465631,-3.08744963200692,"chr6","chr",30137598,30140406
-3.73063401932695,-3.73063401932695,1,-0.14409054411799,-3.58654347520896,"chr6","chr",30137646,30149159
-2.28542867637724,-2.28542867637724,1,-2.55486249897532,0.269433822598074,"chr6","chr",30137650,30138629
-1.50006395857874,-1.50006395857874,1,-3.34714485438609,1.84708089580734,"chr6","chr",30137781,30138832
-3.14048250184576,-3.14048250184576,1,-0.69038414847839,-2.45009835336737,"chr6","chr",30137943,30139313
-1.12293837324068,-1.12293837324068,1,-3.14270667637168,2.019768303131,"chr6","chr",30137987,30140717
-1.84105211087256,-1.84105211087256,1,-0.400859862521475,-1.44019224835108,"chr6","chr",30138042,30139449
0.532843865151051,0.532843865151051,1,-0.533219199051306,1.06606306420236,"chr6","chr",30138212,30139540
2.30312796043323,2.30312796043323,1,1.39440247581106,0.908725484622174,"chr6","chr",30138309,30139604
-1.88300218260187,-1.88300218260187,1,-3.3647361015795,1.48173391897763,"chr6","chr",30138348,30140854
-4.69068780945963,-4.69068780945963,1,-1.46124543902636,-3.22944237043327,"chr6","chr",30138427,30140059
-7.79606921575161,-7.79606921575161,1,-3.74576300289576,-4.05030621285585,"chr6","chr",30138511,30152045
-0.395046029195378,-0.395046029195378,1,-0.533219199051306,0.138173169855929,"chr6","chr",30138577,30140110
-2.01404854152214,-2.01404854152214,1,-0.533219199051306,-1.48082934247084,"NA","neg",NA,NA
-0.990714719647821,-0.990714719647821,1,-0.917886978638521,-0.0728277410093003,"chr6","chr",30138695,30140350
-4.210207028326,-4.210207028326,1,-1.93835806553574,-2.27184896279026,"chr6","chr",30139012,30140397
-0.326902130015327,-0.326902130015327,1,-0.56344919154262,0.236547061527293,"chr6","chr",30139397,30140566
-2.68390666493944,-2.68390666493944,1,-0.533219199051306,-2.15068746588814,"chr6","chr",30139464,30142192
-0.262930452081093,-0.262930452081093,1,-0.772978925056425,0.510048472975331,"chr6","chr",30139500,30140703
-2.87050996632778,-2.87050996632778,1,-3.81866254678284,0.948152580455051,"chr6","chr",30139581,30152901
-0.932946127314572,-0.932946127314572,1,-1.13414537204001,0.201199244725437,"chr6","chr",30139618,30140848
-0.517349135419519,-0.517349135419519,1,-0.165921061807506,-0.351428073612013,"chr6","chr",30139683,30143079
-1.90103210039609,-1.90103210039609,1,-0.533219199051306,-1.36781290134478,"chr6","chr",30139914,30141138
-2.16414881198909,-2.16414881198909,1,0.495417225432728,-2.65956603742181,"chr6","chr",30140117,30142021
-4.52366058508405,-4.52366058508405,1,-0.533219199051306,-3.99044138603275,"chr6","chr",30140259,30142025
-2.16927165659151,-2.16927165659151,1,-0.827674574717788,-1.34159708187372,"chr6","chr",30140369,30142185
0.420527369119901,0.420527369119901,1,-0.708850102313123,1.12937747143302,"chr6","chr",30140386,30143353
-7.08664242177612,-7.08664242177612,1,-3.2065040439022,-3.88013837787392,"chr6","chr",30140411,30153470
-0.916380666508193,-0.916380666508193,1,0.742687667087521,-1.65906833359571,"chr6","chr",30140563,30142515
-6.65645310338378,-6.65645310338378,1,-3.76619916029357,-2.89025394309021,"chr6","chr",30140587,30147936
-3.59010974786241,-3.59010974786241,1,-3.66993003759481,0.0798202897323961,"chr6","chr",30140716,30142534
0.681009752603384,0.681009752603384,1,-0.502112922856814,1.1831226754602,"chr6","chr",30140802,30149147
-3.76943130154777,-3.76943130154777,1,-3.9017332397296,0.132301938181829,"chr6","chr",30140858,30142932
2.50205929917193,2.50205929917193,1,0.328259760915032,2.17379953825689,"chr6","chr",30140929,30154030
-3.53481787526258,-3.53481787526258,1,-1.89669508543652,-1.63812278982606,"chr6","chr",30141145,30143077
1.95744006778176,1.95744006778176,1,3.23649378396878,-1.27905371618702,"chr6","chr",30141152,30150026
-1.71501400103825,-1.71501400103825,1,-3.61408065116609,1.89906665012784,"chr6","chr",30141918,30143180
-2.77001160611804,-2.77001160611804,1,-0.994775948754565,-1.77523565736347,"chr6","chr",30142024,30143334
2.05833298402442,2.05833298402442,1,1.31564641535346,0.742686568670962,"chr6","chr",30142171,30143446
0.950885805899972,0.950885805899972,1,3.34284781166665,-2.39196200576668,"chr6","chr",30142186,30150084
0.535892158473258,0.535892158473258,1,-0.828228730191521,1.36412088866478,"chr6","chr",30142296,30143548
-5.02855144411585,-5.02855144411585,1,-2.59833749648279,-2.43021394763306,"chr6","chr",30142532,30145510
-4.24300234803515,-4.24300234803515,1,-3.5778407870535,-0.665161560981645,"chr6","chr",30142874,30147711
-5.68933220588496,-5.68933220588496,1,-2.01080651658901,-3.67852568929595,"chr6","chr",30143053,30147850
-4.21269732732225,-4.21269732732225,1,-1.6671494658924,-2.54554786142985,"chr6","chr",30143078,30150594
-0.0564787461608489,-0.0564787461608489,1,-1.45752581751005,1.4010470713492,"chr6","chr",30143121,30156507
-4.32545331230264,-4.32545331230264,1,-0.543108540672527,-3.78234477163011,"chr6","chr",30143162,30149113
-0.816998408098239,-0.816998408098239,1,-0.533219199051306,-0.283779209046933,"chr6","chr",30143306,30149292
2.87479155893706,2.87479155893706,1,3.158570767984,-0.283779209046933,"chr6","chr",30143358,30152044
