"chrom","start","end","enhancerStrength"
"chr8",128704755,128704805,0.476067531998169
"chr8",128713820,128713870,0.520328639626747
"chr8",128723097,128723147,0.279239779573532
"chr8",128728071,128728121,0.657864096829894
"chr8",128733362,128733412,0.430913391922005
"chr8",128745381,128745431,0.755567650539074
"chr8",128765477,128765527,0.208177998998861
"chr8",128782319,128782369,0.736502318230206
"chr8",128788095,128788145,0.536456700022607
"chr8",128790125,128790175,0.384243990611804
"chr8",128790252,128790302,0.572890676817401
"chr8",128793275,128793325,0.617784891447539
"chr8",128805166,128805216,0.377778308038886
"chr8",128810851,128810901,0.438595042215429
"chr8",128812013,128812063,0.766628778233962
"chr8",128816145,128816195,0.606332243051585
"chr8",128818531,128818581,0.751199859479557
"chr8",128824917,128824967,0.584415129514734
"chr8",128832743,128832793,0.411375417126445
"chr8",128833905,128833955,0.391877092834043
"chr8",128834390,128834440,0.322611942681525
"chr8",128835775,128835825,0.382418363618122
"chr8",128841484,128841534,0.220850285203768
"chr8",128842748,128842798,0.793711833387973
"chr8",128847890,128847940,0.294090567158201
