"chrom","start","end","enhancerStrength"
"chr8",128710767,128710817,0.353836011106809
"chr8",128714103,128714153,0.552245105251918
"chr8",128724621,128724671,0.129239177059617
"chr8",128729423,128729473,0.544548403485378
"chr8",128737182,128737232,0.200960649498043
"chr8",128739282,128739332,0.323473635887828
"chr8",128741993,128742043,0.449556916452205
"chr8",128742360,128742410,0.325831335601969
"chr8",128743612,128743662,0.29325820098174
"chr8",128746734,128746784,0.552405128935995
"chr8",128755671,128755721,0.149524954050612
"chr8",128768617,128768667,0.478770274297008
"chr8",128778997,128779047,0.324668294068842
"chr8",128780791,128780841,0.542600531430128
"chr8",128783434,128783484,0.482350835661036
"chr8",128786079,128786129,0.276737476485283
"chr8",128801220,128801270,0.413946560815284
"chr8",128809887,128809937,0.461637655841725
"chr8",128810703,128810753,0.599440474630652
"chr8",128819234,128819284,0.507945382116749
"chr8",128821894,128821944,0.456872583649323
"chr8",128823858,128823908,0.493069538985621
"chr8",128828855,128828905,0.438574404165606
"chr8",128830046,128830096,0.645665094394978
"chr8",128844002,128844052,0.472648026668316
