"chrom","start","end","enhancerStrength"
"chr8",128707043,128707093,0.73765189169228
"chr8",128708578,128708628,0.528780427611041
"chr8",128711886,128711936,0.51404633582292
"chr8",128713899,128713949,0.716144489798918
"chr8",128715865,128715915,0.571744643849559
"chr8",128729576,128729626,0.664572419463329
"chr8",128741867,128741917,0.46392313671115
"chr8",128745522,128745572,0.685078658095561
"chr8",128747620,128747670,0.396741913952227
"chr8",128774297,128774347,0.448024317676578
"chr8",128783310,128783360,0.523913056495908
"chr8",128798785,128798835,0.364879333708745
"chr8",128800651,128800701,0.668481240499566
"chr8",128803367,128803417,0.64564357265432
"chr8",128808250,128808300,0.722904702106206
"chr8",128810186,128810236,0.50907978647167
"chr8",128818461,128818511,0.513615036431569
"chr8",128820724,128820774,0.818582010302598
"chr8",128821027,128821077,0.647950877238175
"chr8",128823932,128823982,0.48419199147921
"chr8",128827772,128827822,0.550903124715089
"chr8",128828564,128828614,0.30715129654409
"chr8",128833231,128833281,0.573814232629022
"chr8",128840648,128840698,0.363700585199847
"chr8",128842366,128842416,0.695082180883168
