"chrom","start","end","enhancerStrength"
"chr8",128716672,128716722,0.80611457929968
"chr8",128717326,128717376,0.548525155564732
"chr8",128717465,128717515,0.560059910492603
"chr8",128725134,128725184,0.250708464758181
"chr8",128730010,128730060,0.68101904760364
"chr8",128739915,128739965,0.560455709368231
"chr8",128740803,128740853,0.477800280412687
"chr8",128747739,128747789,0.43503889071295
"chr8",128756906,128756956,0.50967004821624
"chr8",128767807,128767857,0.451959790270765
"chr8",128770386,128770436,0.530787186615531
"chr8",128783690,128783740,0.229564203842648
"chr8",128787558,128787608,0.473465053648858
"chr8",128790130,128790180,0.574494099306437
"chr8",128806071,128806121,0.474719102251857
"chr8",128811328,128811378,0.577197123002574
"chr8",128817180,128817230,0.464263007406689
"chr8",128819361,128819411,0.157689038662144
"chr8",128819657,128819707,0.579776096091205
"chr8",128822239,128822289,0.6277857030691
"chr8",128823641,128823691,0.667921260964682
"chr8",128832785,128832835,0.595181933882385
"chr8",128839752,128839802,0.636547336348373
"chr8",128841717,128841767,0.468950274434765
"chr8",128843043,128843093,0.682798372148144
