"chrom","start","end","enhancerStrength"
"chr8",128703406,128703456,0.507822409327429
"chr8",128711833,128711883,0.294692250765555
"chr8",128712871,128712921,0.579067183455055
"chr8",128723133,128723183,0.443581116725637
"chr8",128726828,128726878,0.333904685259096
"chr8",128746735,128746785,0.666720901683065
"chr8",128756494,128756544,0.54085801540002
"chr8",128776122,128776172,0.405346320133828
"chr8",128777047,128777097,0.215246188370546
"chr8",128784642,128784692,0.447400798231864
"chr8",128787883,128787933,0.665778986590265
"chr8",128789311,128789361,0.238982210967742
"chr8",128800159,128800209,0.585648729964618
"chr8",128805466,128805516,0.48712020692114
"chr8",128809292,128809342,0.675188825283954
"chr8",128811230,128811280,0.30279628774542
"chr8",128821914,128821964,0.486171537328449
"chr8",128823607,128823657,0.736003814467894
"chr8",128824747,128824797,0.636795858731535
"chr8",128837923,128837973,0.204437193336646
"chr8",128844777,128844827,0.601094897005802
"chr8",128846946,128846996,0.632415945404923
"chr8",128847507,128847557,0.291648619843824
"chr8",128849687,128849737,0.46837278272132
"chr8",128852803,128852853,0.435982990712856
