"chrom","start","end","enhancerStrength"
"chr8",128716730,128716780,0.469656624596587
"chr8",128718940,128718990,0.58924661702289
"chr8",128725764,128725814,0.269556384831442
"chr8",128726113,128726163,0.588965208702089
"chr8",128738075,128738125,0.369330233908807
"chr8",128738782,128738832,0.308394445274141
"chr8",128745376,128745426,0.369347940008459
"chr8",128747748,128747798,0.541899919527071
"chr8",128758451,128758501,0.469444525003635
"chr8",128758523,128758573,0.363457789205281
"chr8",128760882,128760932,0.335953603776971
"chr8",128766362,128766412,0.332015664860361
"chr8",128782123,128782173,0.340464805995463
"chr8",128787843,128787893,0.598141105332524
"chr8",128793716,128793766,0.576877016962089
"chr8",128806183,128806233,0.796008203584781
"chr8",128808004,128808054,0.431943916540585
"chr8",128809478,128809528,0.440259887478673
"chr8",128814767,128814817,0.586671424783638
"chr8",128815661,128815711,0.522328658435308
"chr8",128829999,128830049,0.795558421267823
"chr8",128838046,128838096,0.669382505287101
"chr8",128839430,128839480,0.705373629624963
"chr8",128850855,128850905,0.670253594925709
"chr8",128851255,128851305,0.152571935628764
