"chrom","start","end","enhancerStrength"
"chr8",128703225,128703275,0.68490398274321
"chr8",128706513,128706563,0.38184361249362
"chr8",128707164,128707214,0.492152283648075
"chr8",128711209,128711259,0.600254552588209
"chr8",128717748,128717798,0.510739726331335
"chr8",128735767,128735817,0.364131988509988
"chr8",128736882,128736932,0.362909098526207
"chr8",128739269,128739319,0.574931160696255
"chr8",128757106,128757156,0.346507680788986
"chr8",128758341,128758391,0.161843555863071
"chr8",128767231,128767281,0.347301936626636
"chr8",128771502,128771552,0.466964786867281
"chr8",128773267,128773317,0.608038350020242
"chr8",128781390,128781440,0.44921529517787
"chr8",128781845,128781895,0.544559367356017
"chr8",128799162,128799212,0.562652065031653
"chr8",128807136,128807186,0.515681866663488
"chr8",128816572,128816622,0.472051650742704
"chr8",128821759,128821809,0.717792163434471
"chr8",128825063,128825113,0.793161332495895
"chr8",128826205,128826255,0.455745601715198
"chr8",128829713,128829763,0.456720168695127
"chr8",128837627,128837677,0.404920583133894
"chr8",128845541,128845591,0.589283403589726
"chr8",128845883,128845933,0.326746506970023
