"chrom","start","end","enhancerStrength"
"chr8",128716662,128716712,0.58583094082317
"chr8",128730594,128730644,0.34115545281037
"chr8",128741047,128741097,0.55638747993066
"chr8",128746953,128747003,0.503657563151069
"chr8",128759122,128759172,0.699199325326511
"chr8",128764951,128765001,0.647908234464716
"chr8",128767419,128767469,0.454689614840508
"chr8",128777549,128777599,0.647323886382144
"chr8",128780914,128780964,0.371843780261438
"chr8",128785465,128785515,0.737183194729565
"chr8",128795349,128795399,0.599727955662207
"chr8",128805854,128805904,0.794715527651033
"chr8",128814216,128814266,0.571866499919203
"chr8",128815783,128815833,0.550816543299068
"chr8",128820177,128820227,0.231541531725497
"chr8",128823383,128823433,0.488201521835178
"chr8",128825259,128825309,0.87192978820943
"chr8",128829369,128829419,0.244580264797597
"chr8",128829927,128829977,0.483581321336517
"chr8",128833236,128833286,0.53212293756769
"chr8",128835932,128835982,0.560665657937627
"chr8",128840500,128840550,0.48162972376119
"chr8",128841102,128841152,0.636174072102148
"chr8",128841788,128841838,0.320131802484678
"chr8",128851251,128851301,0.492835326718767
