"chrom","start","end","enhancerStrength"
"chr8",128703242,128703292,0.41398037118433
"chr8",128710470,128710520,0.350682002523272
"chr8",128712159,128712209,0.3438287726758
"chr8",128716188,128716238,0.750062128923388
"chr8",128720236,128720286,0.551180354513594
"chr8",128720965,128721015,0.495028402390094
"chr8",128722418,128722468,0.341817946404154
"chr8",128723422,128723472,0.448778497548987
"chr8",128742837,128742887,0.166190029836837
"chr8",128745109,128745159,0.629204533047558
"chr8",128755897,128755947,0.437020897398621
"chr8",128757477,128757527,0.335297417911711
"chr8",128758130,128758180,0.270744010360715
"chr8",128759409,128759459,0.49196558370791
"chr8",128765688,128765738,0.567884567788048
"chr8",128769377,128769427,0.786129389984197
"chr8",128792175,128792225,0.386461695584052
"chr8",128798021,128798071,0.598413814210576
"chr8",128798983,128799033,0.463680249637644
"chr8",128806837,128806887,0.621700074989321
"chr8",128817804,128817854,0.653334499842421
"chr8",128822520,128822570,0.694174251599809
"chr8",128823285,128823335,0.435005028957137
"chr8",128826068,128826118,0.582744569179264
"chr8",128844873,128844923,0.638604627868894
