"chrom","start","end","enhancerStrength"
"chr8",128704586,128704636,0.419623811781606
"chr8",128710295,128710345,0.659012818454202
"chr8",128714279,128714329,0.46983618358926
"chr8",128720671,128720721,0.616794587366278
"chr8",128722650,128722700,0.658997564852826
"chr8",128723127,128723177,0.373121284163333
"chr8",128724640,128724690,0.407627374583818
"chr8",128736784,128736834,0.263737867441292
"chr8",128756298,128756348,0.468590589265089
"chr8",128778255,128778305,0.582598177448507
"chr8",128791799,128791849,0.545577194120196
"chr8",128798969,128799019,0.388552559402479
"chr8",128804245,128804295,0.408940444255886
"chr8",128804295,128804345,0.363834080050013
"chr8",128811110,128811160,0.379347764769138
"chr8",128811308,128811358,0.389618059941691
"chr8",128812405,128812455,0.527436538546916
"chr8",128815972,128816022,0.562580603803309
"chr8",128818580,128818630,0.563716511915597
"chr8",128826463,128826513,0.318327773329916
"chr8",128830869,128830919,0.63828269250843
"chr8",128835796,128835846,0.616553758075088
"chr8",128843999,128844049,0.581193119565497
"chr8",128847934,128847984,0.588418576751058
"chr8",128853203,128853253,0.588766619246737
