"chrom","start","end","enhancerStrength"
"chr8",128710384,128710434,0.404155665554524
"chr8",128720691,128720741,0.486384331845648
"chr8",128728905,128728955,0.620430157527594
"chr8",128734263,128734313,0.289358366566888
"chr8",128738356,128738406,0.648115221910624
"chr8",128743590,128743640,0.414982309143068
"chr8",128753923,128753973,0.571475566673885
"chr8",128762700,128762750,0.379301714911478
"chr8",128769039,128769089,0.320980173958235
"chr8",128770576,128770626,0.588912902187778
"chr8",128770998,128771048,0.76857687991065
"chr8",128787581,128787631,0.642903535404715
"chr8",128795302,128795352,0.603825705819791
"chr8",128795988,128796038,0.524021362233115
"chr8",128800679,128800729,0.583497476643044
"chr8",128802993,128803043,0.394722074735047
"chr8",128805621,128805671,0.554331111680311
"chr8",128808031,128808081,0.345783955980583
"chr8",128817063,128817113,0.302235736807099
"chr8",128821770,128821820,0.299086845558283
"chr8",128827012,128827062,0.425528399939175
"chr8",128829574,128829624,0.69714302867798
"chr8",128834113,128834163,0.508968449830703
"chr8",128837154,128837204,0.457125039850826
"chr8",128850019,128850069,0.572413670372901
