"chrom","start","end","enhancerStrength"
"chr8",128705630,128705680,0.697470129468296
"chr8",128706592,128706642,0.659443428997509
"chr8",128709086,128709136,0.500455628829262
"chr8",128715477,128715527,0.420361737808433
"chr8",128718393,128718443,0.42820821067282
"chr8",128730628,128730678,0.386187671608295
"chr8",128734348,128734398,0.405265868566381
"chr8",128744908,128744958,0.25575619661187
"chr8",128770970,128771020,0.591196723453404
"chr8",128771725,128771775,0.773727264207735
"chr8",128771948,128771998,0.326319292743297
"chr8",128775849,128775899,0.372574381078233
"chr8",128777625,128777675,0.440561978574623
"chr8",128783238,128783288,0.519315050860074
"chr8",128801101,128801151,0.78191526351338
"chr8",128801196,128801246,0.179425952971274
"chr8",128804352,128804402,0.457855235990411
"chr8",128807348,128807398,0.622714166612315
"chr8",128829583,128829633,0.318650614829219
"chr8",128834018,128834068,0.369067151795683
"chr8",128841959,128842009,0.671304041396625
"chr8",128843266,128843316,0.549861787968997
"chr8",128845633,128845683,0.367143275833013
"chr8",128848462,128848512,0.324904112963271
"chr8",128850190,128850240,0.636161634443624
