"chrom","start","end","enhancerStrength"
"chr8",128708611,128708661,0.739261189767082
"chr8",128710586,128710636,0.482013259061297
"chr8",128710884,128710934,0.662604063847321
"chr8",128712219,128712269,0.380013948265624
"chr8",128727990,128728040,0.497988649944865
"chr8",128734222,128734272,0.30274978516967
"chr8",128739020,128739070,0.281886338511844
"chr8",128757715,128757765,0.652437962742024
"chr8",128758725,128758775,0.116138776373451
"chr8",128759848,128759898,0.802065931001536
"chr8",128766334,128766384,0.322149832128053
"chr8",128774007,128774057,0.626367731068476
"chr8",128777277,128777327,0.605935877214289
"chr8",128777842,128777892,0.756569055791227
"chr8",128783974,128784024,0.65003173411031
"chr8",128787033,128787083,0.480268034785514
"chr8",128807073,128807123,0.362753643266151
"chr8",128819085,128819135,0.537124055321558
"chr8",128820729,128820779,0.285798832673775
"chr8",128830942,128830992,0.559735647196657
"chr8",128838998,128839048,0.463072830403993
"chr8",128839128,128839178,0.535317446382968
"chr8",128839399,128839449,0.717266358157426
"chr8",128845578,128845628,0.476890967184043
"chr8",128852470,128852520,0.619348826376168
