"chrom","start","end","enhancerStrength"
"chr8",128711584,128711634,0.518777745943012
"chr8",128712985,128713035,0.538467347074384
"chr8",128721100,128721150,0.54367021602398
"chr8",128721888,128721938,0.572610683930193
"chr8",128723656,128723706,0.37405176144167
"chr8",128736076,128736126,0.280099475702892
"chr8",128738511,128738561,0.599194566213221
"chr8",128738931,128738981,0.653111614825612
"chr8",128753909,128753959,0.876999446707722
"chr8",128757930,128757980,0.450328457536424
"chr8",128771173,128771223,0.683991567956215
"chr8",128779113,128779163,0.18080420951499
"chr8",128785829,128785879,0.486523498937691
"chr8",128787223,128787273,0.357266510740242
"chr8",128795571,128795621,0.53581671877498
"chr8",128798001,128798051,0.370518378857117
"chr8",128805455,128805505,0.412282944285368
"chr8",128807838,128807888,0.723172942146707
"chr8",128813534,128813584,0.477658066781627
"chr8",128814845,128814895,0.728958696748101
"chr8",128822735,128822785,0.713885153943422
"chr8",128824447,128824497,0.424441131885614
"chr8",128828477,128828527,0.583409608976193
"chr8",128832554,128832604,0.421261276076127
"chr8",128853532,128853582,0.388782900565674
