"chrom","start","end","enhancerStrength"
"chr8",128713914,128713964,0.668096307261465
"chr8",128714583,128714633,0.421518619392308
"chr8",128716427,128716477,0.377543293075981
"chr8",128725889,128725939,0.538041146798044
"chr8",128726796,128726846,0.523277696621764
"chr8",128741149,128741199,0.39510224976467
"chr8",128744059,128744109,0.456794373931025
"chr8",128746382,128746432,0.399156328792433
"chr8",128746906,128746956,0.377356335565956
"chr8",128763354,128763404,0.623052813056801
"chr8",128765376,128765426,0.499832183643461
"chr8",128778393,128778443,0.233492243510178
"chr8",128789436,128789486,0.429599010158218
"chr8",128795408,128795458,0.509378638299806
"chr8",128798530,128798580,0.738414973933332
"chr8",128806071,128806121,0.42934613652742
"chr8",128816363,128816413,0.240204000877562
"chr8",128820830,128820880,0.447520839050576
"chr8",128825088,128825138,0.610622429819063
"chr8",128830046,128830096,0.508486045099494
"chr8",128831940,128831990,0.254444341764294
"chr8",128835879,128835929,0.351074998652976
"chr8",128838929,128838979,0.713487478840854
"chr8",128852997,128853047,0.372941697861555
"chr8",128853129,128853179,0.511737516856563
