"chrom","start","end","enhancerStrength"
"chr8",128705688,128705738,0.16621622359849
"chr8",128712450,128712500,0.620888240035132
"chr8",128730068,128730118,0.196579470257899
"chr8",128731458,128731508,0.649423579920341
"chr8",128734324,128734374,0.492393297195587
"chr8",128743192,128743242,0.390253523916331
"chr8",128764296,128764346,0.209669532802925
"chr8",128765040,128765090,0.397387210202176
"chr8",128767408,128767458,0.5289340701676
"chr8",128778837,128778887,0.447136799275395
"chr8",128781182,128781232,0.725897919226732
"chr8",128782792,128782842,0.787525073539889
"chr8",128800450,128800500,0.550049779681483
"chr8",128804568,128804618,0.651996362326596
"chr8",128811022,128811072,0.276265940328799
"chr8",128811276,128811326,0.608271234273869
"chr8",128812246,128812296,0.625156065334147
"chr8",128812948,128812998,0.589355217797432
"chr8",128815243,128815293,0.508900651106769
"chr8",128816470,128816520,0.823416040308211
"chr8",128817894,128817944,0.388002458627191
"chr8",128818867,128818917,0.534509626930181
"chr8",128830298,128830348,0.375034239520277
"chr8",128834889,128834939,0.291347785347595
"chr8",128853596,128853646,0.686463708231429
