"chrom","start","end","enhancerStrength"
"chr8",128704620,128704670,0.394676273542573
"chr8",128713547,128713597,0.42906994975367
"chr8",128716236,128716286,0.45394648750482
"chr8",128728641,128728691,0.559505735878965
"chr8",128731029,128731079,0.385894535928338
"chr8",128744154,128744204,0.443599825679083
"chr8",128755932,128755982,0.504313713271967
"chr8",128757128,128757178,0.313034405114311
"chr8",128757901,128757951,0.444827698680523
"chr8",128762886,128762936,0.530043250455409
"chr8",128766690,128766740,0.435693095605828
"chr8",128768356,128768406,0.720859835251919
"chr8",128778821,128778871,0.33204536313103
"chr8",128779736,128779786,0.196383722961326
"chr8",128783799,128783849,0.643018143696435
"chr8",128800568,128800618,0.352249754498822
"chr8",128808226,128808276,0.536012121707119
"chr8",128819211,128819261,0.681371742337613
"chr8",128825793,128825843,0.51136363260681
"chr8",128828207,128828257,0.718431090350096
"chr8",128828934,128828984,0.633313968481675
"chr8",128837088,128837138,0.445342971976484
"chr8",128842208,128842258,0.809038199201049
"chr8",128848174,128848224,0.581803844976773
"chr8",128848745,128848795,0.59545947887951
