"chrom","start","end","enhancerStrength"
"chr8",128717879,128717929,0.503421475202572
"chr8",128721944,128721994,0.294433488692293
"chr8",128722527,128722577,0.606919194617742
"chr8",128726736,128726786,0.349862029153121
"chr8",128742145,128742195,0.321546534329401
"chr8",128748148,128748198,0.623410765244458
"chr8",128760904,128760954,0.311222780473142
"chr8",128761439,128761489,0.365377771986028
"chr8",128767406,128767456,0.59676084605624
"chr8",128768348,128768398,0.328058176693412
"chr8",128768885,128768935,0.628200906784661
"chr8",128769028,128769078,0.591808345375057
"chr8",128771085,128771135,0.368875594592142
"chr8",128772154,128772204,0.659186856988251
"chr8",128779994,128780044,0.696274965701102
"chr8",128807268,128807318,0.715016541630553
"chr8",128815672,128815722,0.858617520474904
"chr8",128819048,128819098,0.417876717484194
"chr8",128820933,128820983,0.301229365619254
"chr8",128824468,128824518,0.720196901278567
"chr8",128840707,128840757,0.690838153526269
"chr8",128844314,128844364,0.456946984948355
"chr8",128845875,128845925,0.615120819401185
"chr8",128848802,128848852,0.213056980667857
"chr8",128850341,128850391,0.44335316763122
