"rawScores","guideScore","log2_rate_ratio","repl1_bf","repl2_bf","chrom","start","end","label"
-8.93870271373867,-8.93870271373867,1,-5.6441864214603,-3.29451629227837,"chr1",2020,3020,"chr"
-5.54696412757896,-5.54696412757896,1,-2.51199894916996,-3.034965178409,"chr1",2040,3040,"chr"
-2.59185633652279,-2.59185633652279,1,-2.99575653519491,0.403900198672119,"chr1",2060,3060,"chr"
-4.67479748837525,-4.67479748837525,1,-1.51598107136227,-3.15881641701298,"chr1",2080,3080,"chr"
-3.57649722574099,-3.57649722574099,1,-2.9521218080686,-0.624375417672395,"chr1",2100,3100,"chr"
-3.93119612615236,-3.93119612615236,1,-1.94599819897447,-1.9851979271779,"chr1",2120,3120,"chr"
-5.25162211849019,-5.25162211849019,1,-2.94014326357794,-2.31147885491225,"chr1",2140,3140,"chr"
0.476734425278295,0.476734425278295,1,-1.91621969179375,2.39295411707204,"chr1",2160,3160,"chr"
-7.5085889928038,-7.5085889928038,1,-2.24871306950003,-5.25987592330377,"chr1",2180,3180,"chr"
-2.98715661505817,-2.98715661505817,1,-1.461794107397,-1.52536250766117,"chr1",2200,3200,"chr"
-3.01196499345316,-3.01196499345316,1,-0.925288846824904,-2.08667614662825,"chr1",2220,3220,"chr"
-5.17642494308388,-5.17642494308388,1,-3.74260840273543,-1.43381654034845,"chr1",2240,3240,"chr"
-10.2208790960028,-10.2208790960028,1,-4.50384869023133,-5.71703040577149,"chr1",2260,3260,"chr"
-2.3989430866615,-2.3989430866615,1,-1.9829691993778,-0.415973887283705,"chr1",2280,3280,"chr"
-1.65055363059734,-1.65055363059734,1,-2.78071969389632,1.13016606329899,"chr1",2300,3300,"chr"
-3.33224263642186,-3.33224263642186,1,-1.07831592189604,-2.25392671452583,"chr1",2320,3320,"chr"
-8.02945125473214,-8.02945125473214,1,-5.38231522924076,-2.64713602549139,"chr1",2340,3340,"chr"
-1.28578173770092,-1.28578173770092,1,-1.52118042647803,0.23539868877711,"chr1",2360,3360,"chr"
-1.52507327689453,-1.52507327689453,1,-0.626103169508383,-0.898970107386152,"chr1",2380,3380,"chr"
-3.07673768023623,-3.07673768023623,1,-1.15502589823508,-1.92171178200116,"chr1",2400,3400,"chr"
-4.29063799504982,-4.29063799504982,1,-3.62386433582268,-0.666773659227136,"chr1",2420,3420,"chr"
-2.86414759306075,-2.86414759306075,1,-0.862998573808891,-2.00114901925186,"chr1",2440,3440,"chr"
-2.45504341263923,-2.45504341263923,1,-1.90905800794031,-0.545985404698918,"chr1",2460,3460,"chr"
1.19724267839253,1.19724267839253,1,-1.30889694915364,2.50613962754617,"chr1",2480,3480,"chr"
-2.13835595786173,-2.13835595786173,1,-0.949856477413954,-1.18849948044778,"chr1",2500,3500,"chr"
-1.24207424626269,-1.24207424626269,1,-0.652340852150703,-0.58973339411199,"chr1",2520,3520,"chr"
-2.2596881694453,-2.2596881694453,1,-1.96017734505323,-0.299510824392069,"chr1",2540,3540,"chr"
-8.13012532573423,-8.13012532573423,1,-3.48843829044289,-4.64168703529134,"chr1",2560,3560,"chr"
4.20204793266099,4.20204793266099,1,2.04955861793643,2.15248931472455,"chr1",2580,3580,"chr"
-3.66482948669762,-3.66482948669762,1,-2.19944419810095,-1.46538528859667,"chr1",2600,3600,"chr"
-2.23354046517335,-2.23354046517335,1,0.360271635162796,-2.59381210033614,"chr1",2620,3620,"chr"
-6.152940582351,-6.152940582351,1,-4.27287829228952,-1.88006229006149,"chr1",2640,3640,"chr"
-7.01577019817049,-7.01577019817049,1,-4.19209582577729,-2.8236743723932,"chr1",2660,3660,"chr"
-1.36266387847203,-1.36266387847203,1,-2.09534217645007,0.732678297978035,"chr1",2680,3680,"chr"
-4.83090089160885,-4.83090089160885,1,-2.9376253072279,-1.89327558438095,"chr1",2700,3700,"chr"
-4.74860073375824,-4.74860073375824,1,-2.39416293037663,-2.35443780338161,"chr1",2720,3720,"chr"
-3.8617448745479,-3.8617448745479,1,-2.30722416189349,-1.55452071265441,"chr1",2740,3740,"chr"
-5.36659242559594,-5.36659242559594,1,-3.35730045742116,-2.00929196817477,"NA",NA,NA,"neg"
-3.53168445590937,-3.53168445590937,1,-0.0283441646643467,-3.50334029124502,"chr1",2780,3780,"chr"
-5.08374313183246,-5.08374313183246,1,-3.27653689386431,-1.80720623796815,"chr1",2800,3800,"chr"
-2.38780372086604,-2.38780372086604,1,-2.19426686445199,-0.193536856414051,"chr1",2820,3820,"chr"
-5.44208220165802,-5.44208220165802,1,-4.10191319506819,-1.34016900658984,"chr1",2840,3840,"chr"
1.39681862577741,1.39681862577741,1,-1.48061910169443,2.87743772747184,"chr1",2860,3860,"chr"
