"rawScores","guideScore","log2_rate_ratio","repl1_fc","repl2_fc","chrom","start","end","label"
-0.141811463827994,-0.141811463827994,-0.471087485867316,-0.258806178606768,-0.02481674904922,"chr1",2020,3020,"chr"
0.0289969428602101,0.0289969428602101,0.0963257591531755,0.0570182005019599,0.000975685218460354,"chr1",2040,3040,"chr"
0.171354240412496,0.171354240412496,0.569226465404354,0.001477928111164,0.341230552713828,"chr1",2060,3060,"chr"
0.0890924573628182,0.0890924573628182,0.2959587371561,0.168291011159672,0.00989390356596478,"chr1",2080,3080,"chr"
-0.0195565683343049,-0.0195565683343049,-0.0649655137893121,-0.136199185632182,0.0970860489635719,"chr1",2100,3100,"chr"
0.0853020929142575,0.0853020929142575,0.283367419004564,0.0774909971624329,0.093113188666082,"chr1",2120,3120,"chr"
-0.122098209438085,-0.122098209438085,-0.405601472267816,-0.139373831841253,-0.104822587034917,"chr1",2140,3140,"chr"
0.336212882417688,0.336212882417688,1.11687501996638,0.0788803662661238,0.593545398569253,"chr1",2160,3160,"chr"
-0.114789073780115,-0.114789073780115,-0.381321049176262,0.02808273540681,-0.25766088296704,"chr1",2180,3180,"chr"
0.0181104093168682,0.0181104093168682,0.0601614775196145,0.057010078399913,-0.0207892597661766,"chr1",2200,3200,"chr"
-0.0271114536355937,-0.0271114536355937,-0.0900622995253149,0.0834318901852496,-0.137654797456437,"chr1",2220,3220,"chr"
0.0152704072112081,0.0152704072112081,0.0507271947352827,-0.104757428514288,0.135298242936704,"chr1",2240,3240,"chr"
-0.242042598010664,-0.242042598010664,-0.804048106491154,-0.17658268235525,-0.307502513666078,"chr1",2260,3260,"chr"
-0.0475521016799632,-0.0475521016799632,-0.15796466254161,-0.144992517042592,0.0498883136826659,"chr1",2280,3280,"chr"
0.0770972334754233,0.0770972334754233,0.256111465920099,-0.122951288181647,0.277145755132494,"chr1",2300,3300,"chr"
0.0845592215578558,0.0845592215578558,0.280899653774846,0.134971776789868,0.0341466663258433,"chr1",2320,3320,"chr"
-0.236347371719244,-0.236347371719244,-0.785128974266945,-0.403362769297661,-0.0693319741408277,"chr1",2340,3340,"chr"
0.264514784807878,0.264514784807878,0.878699095166375,0.179200781192499,0.349828788423258,"chr1",2360,3360,"chr"
0.172894354198264,0.172894354198264,0.574342612658619,0.185370171007203,0.160418537389324,"chr1",2380,3380,"chr"
0.0207109704434586,0.0207109704434586,0.068800354588507,0.0591699184380065,-0.0177479775510893,"chr1",2400,3400,"chr"
0.04475838948827,0.04475838948827,0.148684151522995,-0.1319958327008,0.22151261167734,"chr1",2420,3420,"chr"
0.0852029726782996,0.0852029726782996,0.283038148707964,0.134850568684374,0.0355553766722256,"chr1",2440,3440,"chr"
0.0816306703961,0.0816306703961,0.271171217393295,0.0016489294538247,0.161612411338375,"chr1",2460,3460,"chr"
0.355717509224169,0.355717509224169,1.18166798773512,0.136150622635952,0.575284395812386,"chr1",2480,3480,"chr"
-0.0343414178849828,-0.0343414178849828,-0.114079720890392,-0.0304406391459311,-0.0382421966240345,"chr1",2500,3500,"chr"
0.0653204279125836,0.0653204279125836,0.216989764652876,0.0769518803928895,0.0536889754322776,"chr1",2520,3520,"chr"
0.0489345343797562,0.0489345343797562,0.162557004566344,-0.0588890900471048,0.156758158806617,"chr1",2540,3540,"chr"
-0.220961606044247,-0.220961606044247,-0.734018567009818,-0.163505724667647,-0.278417487420847,"chr1",2560,3560,"chr"
0.352419227856172,0.352419227856172,1.17071133419393,0.361691707755257,0.343146747957087,"chr1",2580,3580,"chr"
-0.138406251316728,-0.138406251316728,-0.45977561475708,-0.158993242434257,-0.117819260199199,"chr1",2600,3600,"chr"
0.154749621026629,0.154749621026629,0.514067113761531,0.323863619629174,-0.0143643775759162,"chr1",2620,3620,"chr"
-0.0905147583381263,-0.0905147583381263,-0.300683518725362,-0.230399835071371,0.049370318395118,"chr1",2640,3640,"chr"
-0.202661050964162,-0.202661050964162,-0.673225438937249,-0.253602583976075,-0.151719517952248,"chr1",2660,3660,"chr"
-0.0107154363209388,-0.0107154363209388,-0.0355959089635031,-0.206453104902286,0.185022232260408,"chr1",2680,3680,"chr"
-0.0262693404275128,-0.0262693404275128,-0.0872648600003152,-0.0869451223173801,0.0344064414623545,"chr1",2700,3700,"chr"
-0.112786740282206,-0.112786740282206,-0.374669441274223,-0.100547232957962,-0.125026247606449,"chr1",2720,3720,"chr"
0.0615794461951801,0.0615794461951801,0.204562492383374,0.0320698163767636,0.0910890760135967,"chr1",2740,3740,"chr"
-0.0605743916409421,-0.0605743916409421,-0.201223773422756,-0.136872467874136,0.0157236845922513,"NA",NA,NA,"neg"
0.00295121568281846,0.00295121568281846,0.00980372629082682,0.195562269204681,-0.189659837839044,"chr1",2780,3780,"chr"
0.0236249970943704,0.0236249970943704,0.0784805415894214,-0.0501920711242162,0.097442065312957,"chr1",2800,3800,"chr"
0.105482945141434,0.105482945141434,0.350406758996792,0.00475220238043993,0.206213687902428,"chr1",2820,3820,"chr"
-0.083273842655528,-0.083273842655528,-0.276629717486628,-0.220127677736021,0.0535799924249649,"chr1",2840,3840,"chr"
0.161924420338479,0.161924420338479,0.537901281170744,-0.0989746501344349,0.422823490811393,"chr1",2860,3860,"chr"
