"chrom","start","end","label"
"chr1",2020,3020,"chr"
"chr1",2040,3040,"chr"
"chr1",2060,3060,"chr"
"chr1",2080,3080,"chr"
"chr1",2100,3100,"chr"
"chr1",2120,3120,"chr"
"chr1",2140,3140,"chr"
"chr1",2160,3160,"chr"
"chr1",2180,3180,"chr"
"chr1",2200,3200,"chr"
"chr1",2220,3220,"chr"
"chr1",2240,3240,"chr"
"chr1",2260,3260,"chr"
"chr1",2280,3280,"chr"
"chr1",2300,3300,"chr"
"chr1",2320,3320,"chr"
"chr1",2340,3340,"chr"
"chr1",2360,3360,"chr"
"chr1",2380,3380,"chr"
"chr1",2400,3400,"chr"
"chr1",2420,3420,"chr"
"chr1",2440,3440,"chr"
"chr1",2460,3460,"chr"
"chr1",2480,3480,"chr"
"chr1",2500,3500,"chr"
"chr1",2520,3520,"chr"
"chr1",2540,3540,"chr"
"chr1",2560,3560,"chr"
"chr1",2580,3580,"chr"
"chr1",2600,3600,"chr"
"chr1",2620,3620,"chr"
"chr1",2640,3640,"chr"
"chr1",2660,3660,"chr"
"chr1",2680,3680,"chr"
"chr1",2700,3700,"chr"
"chr1",2720,3720,"chr"
"chr1",2740,3740,"chr"
NA,NA,NA,"neg"
"chr1",2780,3780,"chr"
"chr1",2800,3800,"chr"
"chr1",2820,3820,"chr"
"chr1",2840,3840,"chr"
"chr1",2860,3860,"chr"
NA,NA,NA,"neg"
"chr1",2900,3900,"chr"
"chr1",2920,3920,"chr"
"chr1",2940,3940,"chr"
"chr1",2960,3960,"chr"
"chr1",2980,3980,"chr"
"chr1",3000,4000,"chr"
"chr1",3020,4020,"chr"
"chr1",3040,4040,"chr"
"chr1",3060,4060,"chr"
"chr1",3080,4080,"chr"
"chr1",3100,4100,"chr"
"chr1",3120,4120,"chr"
"chr1",3140,4140,"chr"
"chr1",3160,4160,"chr"
"chr1",3180,4180,"chr"
"chr1",3200,4200,"chr"
"chr1",3220,4220,"chr"
"chr1",3240,4240,"chr"
"chr1",3260,4260,"chr"
"chr1",3280,4280,"chr"
"chr1",3300,4300,"chr"
"chr1",3320,4320,"chr"
"chr1",3340,4340,"chr"
"chr1",3360,4360,"chr"
"chr1",3380,4380,"chr"
"chr1",3400,4400,"chr"
"chr1",3420,4420,"chr"
"chr1",3440,4440,"chr"
"chr1",3460,4460,"chr"
"chr1",3480,4480,"chr"
"chr1",3500,4500,"chr"
"chr1",3520,4520,"chr"
"chr1",3540,4540,"chr"
"chr1",3560,4560,"chr"
NA,NA,NA,"neg"
NA,NA,NA,"neg"
"chr1",3620,4620,"chr"
"chr1",3640,4640,"chr"
"chr1",3660,4660,"chr"
"chr1",3680,4680,"chr"
"chr1",3700,4700,"chr"
"chr1",3720,4720,"chr"
"chr1",3740,4740,"chr"
"chr1",3760,4760,"chr"
"chr1",3780,4780,"chr"
"chr1",3800,4800,"chr"
NA,NA,NA,"neg"
"chr1",3840,4840,"chr"
"chr1",3860,4860,"chr"
"chr1",3880,4880,"chr"
"chr1",3900,4900,"chr"
"chr1",3920,4920,"chr"
"chr1",3940,4940,"chr"
"chr1",3960,4960,"chr"
"chr1",3980,4980,"chr"
"chr1",4000,5000,"chr"
"chr1",4020,5020,"chr"
"chr1",4040,5040,"chr"
NA,NA,NA,"neg"
"chr1",4080,5080,"chr"
"chr1",4100,5100,"chr"
"chr1",4120,5120,"chr"
"chr1",4140,5140,"chr"
"chr1",4160,5160,"chr"
"chr1",4180,5180,"chr"
"chr1",4200,5200,"chr"
"chr1",4220,5220,"chr"
"chr1",4240,5240,"chr"
"chr1",4260,5260,"chr"
"chr1",4280,5280,"chr"
"chr1",4300,5300,"chr"
"chr1",4320,5320,"chr"
"chr1",4340,5340,"chr"
"chr1",4360,5360,"chr"
"chr1",4380,5380,"chr"
"chr1",4400,5400,"chr"
"chr1",4420,5420,"chr"
NA,NA,NA,"neg"
"chr1",4460,5460,"chr"
"chr1",4480,5480,"chr"
"chr1",4500,5500,"chr"
"chr1",4520,5520,"chr"
"chr1",4540,5540,"chr"
"chr1",4560,5560,"chr"
"chr1",4580,5580,"chr"
"chr1",4600,5600,"chr"
"chr1",4620,5620,"chr"
"chr1",4640,5640,"chr"
"chr1",4660,5660,"chr"
"chr1",4680,5680,"chr"
"chr1",4700,5700,"chr"
"chr1",4720,5720,"chr"
"chr1",4740,5740,"chr"
"chr1",4760,5760,"chr"
"chr1",4780,5780,"chr"
"chr1",4800,5800,"chr"
"chr1",4820,5820,"chr"
"chr1",4840,5840,"chr"
"chr1",4860,5860,"chr"
"chr1",4880,5880,"chr"
"chr1",4900,5900,"chr"
"chr1",4920,5920,"chr"
"chr1",4940,5940,"chr"
"chr1",4960,5960,"chr"
"chr1",4980,5980,"chr"
"chr1",5000,6000,"chr"
"chr1",5020,6020,"chr"
"chr1",5040,6040,"chr"
"chr1",5060,6060,"chr"
"chr1",5080,6080,"chr"
"chr1",5100,6100,"chr"
"chr1",5120,6120,"chr"
"chr1",5140,6140,"chr"
NA,NA,NA,"neg"
"chr1",5180,6180,"chr"
"chr1",5200,6200,"chr"
"chr1",5220,6220,"chr"
"chr1",5240,6240,"chr"
"chr1",5260,6260,"chr"
"chr1",5280,6280,"chr"
"chr1",5300,6300,"chr"
NA,NA,NA,"neg"
"chr1",5340,6340,"chr"
"chr1",5360,6360,"chr"
"chr1",5380,6380,"chr"
"chr1",5400,6400,"chr"
"chr1",5420,6420,"chr"
"chr1",5440,6440,"chr"
"chr1",5460,6460,"chr"
"chr1",5480,6480,"chr"
"chr1",5500,6500,"chr"
"chr1",5520,6520,"chr"
"chr1",5540,6540,"chr"
"chr1",5560,6560,"chr"
"chr1",5580,6580,"chr"
"chr1",5600,6600,"chr"
"chr1",5620,6620,"chr"
"chr1",5640,6640,"chr"
"chr1",5660,6660,"chr"
"chr1",5680,6680,"chr"
"chr1",5700,6700,"chr"
"chr1",5720,6720,"chr"
"chr1",5740,6740,"chr"
"chr1",5760,6760,"chr"
"chr1",5780,6780,"chr"
"chr1",5800,6800,"chr"
NA,NA,NA,"neg"
"chr1",5840,6840,"chr"
"chr1",5860,6860,"chr"
"chr1",5880,6880,"chr"
"chr1",5900,6900,"chr"
"chr1",5920,6920,"chr"
