"genomeScore","chrom","start","end","label","log2_FC","nrSupportGuides"
-5.34419287936073,"chr1",1510,1529,"chr",1,1
-8.86546936253626,"chr1",1530,1549,"chr",1,2
-11.6327056933071,"chr1",1550,1569,"chr",1,3
-19.0648479157767,"chr1",1570,1589,"chr",1,4
-21.8590704453818,"chr1",1590,1609,"chr",1,5
-29.2033975263137,"chr1",1610,1629,"chr",1,6
-34.8561945839198,"chr1",1630,1649,"chr",1,7
-38.7180813051246,"chr1",1650,1669,"chr",1,8
-39.5227722347472,"chr1",1670,1689,"chr",1,9
-40.3927944596973,"chr1",1690,1709,"chr",1,10
-42.7864564330928,"chr1",1710,1729,"chr",1,11
-46.9906148936758,"chr1",1730,1749,"chr",1,12
-50.5955333427637,"chr1",1750,1769,"chr",1,13
-58.7675268900928,"chr1",1770,1789,"chr",1,14
-62.5762020592882,"chr1",1790,1809,"chr",1,15
-64.5944986367109,"chr1",1810,1829,"chr",1,16
-69.5520242806934,"chr1",1830,1849,"chr",1,17
-67.6168281900097,"chr1",1850,1869,"chr",1,18
-70.8730187151475,"chr1",1870,1889,"chr",1,19
-73.9205637541345,"chr1",1890,1909,"chr",1,20
-79.0328973555109,"chr1",1910,1929,"chr",1,21
-82.0585457488499,"chr1",1930,1949,"chr",1,22
-83.2319918582128,"chr1",1950,1969,"chr",1,23
-81.2028627614459,"chr1",1970,1989,"chr",1,24
-82.3134719830231,"chr1",1990,2009,"chr",1,25
-82.0898892783921,"chr1",2010,2029,"chr",1,26
-86.5653649978872,"chr1",2030,2049,"chr",1,27
-88.5179200450939,"chr1",2050,2069,"chr",1,28
-93.4009735966338,"chr1",2070,2089,"chr",1,29
-100.627623832485,"chr1",2090,2109,"chr",1,30
-105.392576919656,"chr1",2110,2129,"chr",1,31
-110.36585450999,"chr1",2130,2149,"chr",1,32
-118.747578835473,"chr1",2150,2169,"chr",1,33
-121.458249087139,"chr1",2170,2189,"chr",1,34
-121.661579193563,"chr1",2190,2209,"chr",1,35
-126.735712456343,"chr1",2210,2229,"chr",1,36
-122.054419673015,"chr1",2230,2249,"chr",1,37
-125.30144254338,"chr1",2250,2269,"chr",1,38
-128.753167186266,"chr1",2270,2289,"chr",1,39
-127.859223957332,"chr1",2290,2309,"chr",1,40
-131.316642232943,"chr1",2310,2329,"chr",1,41
-131.73147272798,"chr1",2330,2349,"chr",1,42
-135.712958460568,"chr1",2350,2369,"chr",1,43
-139.884865069948,"chr1",2370,2389,"chr",1,44
-146.447879218111,"chr1",2390,2409,"chr",1,45
-151.820089319242,"chr1",2410,2429,"chr",1,46
-153.219405637055,"chr1",2430,2449,"chr",1,47
-160.911970881478,"chr1",2450,2469,"chr",1,48
-162.524239631836,"chr1",2470,2489,"chr",1,49
-166.137498503989,"chr1",2490,2509,"chr",1,50
-169.884726915285,"chr1",2510,2529,"chr",1,51
-168.408271466058,"chr1",2530,2549,"chr",1,51
-169.438266540511,"chr1",2550,2569,"chr",1,51
-170.779983620718,"chr1",2570,2589,"chr",1,51
-173.09971046728,"chr1",2590,2609,"chr",1,51
-170.305487937675,"chr1",2610,2629,"chr",1,50
-171.812422332849,"chr1",2630,2649,"chr",1,50
-164.142589667385,"chr1",2650,2669,"chr",1,50
-164.192783443552,"chr1",2670,2689,"chr",1,50
-171.471548263189,"chr1",2690,2709,"chr",1,50
-171.993900346408,"chr1",2710,2729,"chr",1,50
-174.665799650231,"chr1",2730,2749,"chr",1,50
-177.164492049479,"chr1",2750,2769,"chr",1,50
-176.847810070226,"chr1",2770,2789,"chr",1,50
-170.44318364201,"chr1",2790,2809,"chr",1,50
-163.223644318553,"chr1",2810,2829,"chr",1,50
-169.381005807735,"chr1",2830,2849,"chr",1,50
-166.739723888262,"chr1",2850,2869,"chr",1,50
-169.514394395153,"chr1",2870,2889,"chr",1,50
-172.252167897335,"chr1",2890,2909,"chr",1,50
-171.318859066331,"chr1",2910,2929,"chr",1,50
-170.208857482837,"chr1",2930,2949,"chr",1,50
-165.358367444668,"chr1",2950,2969,"chr",1,50
-170.142593964156,"chr1",2970,2989,"chr",1,50
-179.855565259063,"chr1",2990,3009,"chr",1,50
-178.471343697213,"chr1",3010,3029,"chr",1,50
-182.345286724233,"chr1",3030,3049,"chr",1,50
-182.912710427078,"chr1",3050,3069,"chr",1,50
-185.206385675014,"chr1",3070,3089,"chr",1,50
-180.323332123474,"chr1",3090,3109,"chr",1,49
-180.524739074346,"chr1",3110,3129,"chr",1,49
-177.459309469649,"chr1",3130,3149,"chr",1,49
-174.994606916598,"chr1",3150,3169,"chr",1,49
-169.625179694335,"chr1",3170,3189,"chr",1,49
-169.393035419019,"chr1",3190,3209,"chr",1,49
-175.677160150815,"chr1",3210,3229,"chr",1,49
-176.860077908718,"chr1",3230,3249,"chr",1,49
-185.444678847544,"chr1",3250,3269,"chr",1,49
-193.430492640594,"chr1",3270,3289,"chr",1,49
-196.10460440887,"chr1",3290,3309,"chr",1,49
-201.903077452796,"chr1",3310,3329,"chr",1,49
-199.95978527627,"chr1",3330,3349,"chr",1,49
-203.305132692544,"chr1",3350,3369,"chr",1,49
-200.367620467436,"chr1",3370,3389,"chr",1,49
-195.323262114569,"chr1",3390,3409,"chr",1,49
-196.489876238215,"chr1",3410,3429,"chr",1,49
-194.127352045895,"chr1",3430,3449,"chr",1,49
-198.48256033936,"chr1",3450,3469,"chr",1,49
-194.480837117062,"chr1",3470,3489,"chr",1,49
-201.008019274037,"chr1",3490,3509,"chr",1,49
-197.923370451475,"chr1",3510,3529,"chr",1,49
-199.190566887928,"chr1",3530,3549,"chr",1,49
-198.018221744056,"chr1",3550,3569,"chr",1,49
-200.136920527099,"chr1",3570,3589,"chr",1,49
-198.937249623046,"chr1",3590,3609,"chr",1,49
-197.778130377722,"chr1",3610,3629,"chr",1,49
-199.375799661545,"chr1",3630,3649,"chr",1,50
-195.975188946071,"chr1",3650,3669,"chr",1,50
-204.34455147314,"chr1",3670,3689,"chr",1,50
-202.826859841294,"chr1",3690,3709,"chr",1,50
-202.472015461063,"chr1",3710,3729,"chr",1,50
-203.819037091635,"chr1",3730,3749,"chr",1,50
-204.50441340173,"chr1",3750,3769,"chr",1,50
-201.029532412965,"chr1",3770,3789,"chr",1,50
-197.74129594313,"chr1",3790,3809,"chr",1,49
-196.504066216625,"chr1",3810,3829,"chr",1,49
-202.630641439786,"chr1",3830,3849,"chr",1,49
-197.859077380191,"chr1",3850,3869,"chr",1,49
-197.630203066857,"chr1",3870,3889,"chr",1,49
-197.412154043902,"chr1",3890,3909,"chr",1,49
-190.929395610566,"chr1",3910,3929,"chr",1,49
-190.495410414365,"chr1",3930,3949,"chr",1,49
-190.143843990322,"chr1",3950,3969,"chr",1,49
-194.459037411562,"chr1",3970,3989,"chr",1,49
-198.939590726633,"chr1",3990,4009,"chr",1,49
-192.139439692269,"chr1",4010,4029,"chr",1,49
-201.523093384385,"chr1",4030,4049,"chr",1,49
-206.737075878281,"chr1",4050,4069,"chr",1,49
-208.35952606253,"chr1",4070,4089,"chr",1,49
-208.066401736608,"chr1",4090,4129,"chr",1,49
-207.137479046497,"chr1",4130,4149,"chr",1,49
-210.383360134278,"chr1",4150,4169,"chr",1,49
-209.5119813536,"chr1",4170,4189,"chr",1,49
-208.377033371576,"chr1",4190,4209,"chr",1,49
-208.174068686539,"chr1",4210,4229,"chr",1,49
-206.402162426956,"chr1",4230,4249,"chr",1,49
-202.489902680937,"chr1",4250,4269,"chr",1,49
-202.421346577735,"chr1",4270,4289,"chr",1,49
-200.865839965405,"chr1",4290,4309,"chr",1,49
-198.697268933879,"chr1",4310,4329,"chr",1,49
-194.477764879119,"chr1",4330,4349,"chr",1,49
-196.780633609346,"chr1",4350,4369,"chr",1,49
-193.620176403788,"chr1",4370,4389,"chr",1,49
-193.441218534868,"chr1",4390,4409,"chr",1,49
-200.700710505038,"chr1",4410,4429,"chr",1,49
-197.7725053072,"chr1",4430,4449,"chr",1,49
-197.997385299671,"chr1",4450,4469,"chr",1,49
-198.783828092312,"chr1",4470,4489,"chr",1,49
-199.706081630515,"chr1",4490,4509,"chr",1,49
-196.308984972395,"chr1",4510,4529,"chr",1,49
-193.787998592216,"chr1",4530,4549,"chr",1,49
-196.562505483336,"chr1",4550,4569,"chr",1,49
-194.116134823323,"chr1",4570,4589,"chr",1,49
-189.257487825978,"chr1",4590,4609,"chr",1,49
-193.16094151607,"chr1",4610,4629,"chr",1,49
-188.99006424435,"chr1",4630,4649,"chr",1,49
-189.788986592928,"chr1",4650,4669,"chr",1,49
-185.380708387426,"chr1",4670,4689,"chr",1,49
-181.214629989318,"chr1",4690,4709,"chr",1,49
-180.843543611536,"chr1",4710,4729,"chr",1,49
-178.624004856857,"chr1",4730,4749,"chr",1,49
-185.171175049578,"chr1",4750,4769,"chr",1,49
-183.493145610164,"chr1",4770,4789,"chr",1,49
-183.96328141857,"chr1",4790,4809,"chr",1,49
-194.16926737308,"chr1",4810,4829,"chr",1,50
-193.959577828438,"chr1",4830,4849,"chr",1,50
-195.092474175769,"chr1",4850,4869,"chr",1,50
-194.684329763223,"chr1",4870,4889,"chr",1,50
-195.76276428439,"chr1",4890,4909,"chr",1,50
-199.178669720595,"chr1",4910,4929,"chr",1,50
-206.628426769436,"chr1",4930,4949,"chr",1,50
-205.556489664078,"chr1",4950,4969,"chr",1,50
-204.428115828426,"chr1",4970,4989,"chr",1,50
-204.651953714025,"chr1",4990,5009,"chr",1,50
-195.860045604761,"chr1",5010,5029,"chr",1,50
-198.961317779465,"chr1",5030,5049,"chr",1,50
-191.602245458259,"chr1",5050,5069,"chr",1,50
-188.562887131209,"chr1",5070,5089,"chr",1,50
-181.154110649558,"chr1",5090,5109,"chr",1,50
-181.890463032539,"chr1",5110,5129,"chr",1,50
-190.306862666687,"chr1",5130,5149,"chr",1,51
-189.14358389929,"chr1",5150,5169,"chr",1,51
-185.27938408934,"chr1",5170,5189,"chr",1,51
-185.111264846974,"chr1",5190,5209,"chr",1,51
-182.355181953216,"chr1",5210,5229,"chr",1,51
-185.474722998011,"chr1",5230,5249,"chr",1,51
-183.863293634237,"chr1",5250,5269,"chr",1,51
-185.1562246926,"chr1",5270,5289,"chr",1,51
-188.510228878726,"chr1",5290,5309,"chr",1,51
-180.241693566912,"chr1",5310,5329,"chr",1,51
-184.908956226364,"chr1",5330,5349,"chr",1,51
-187.581116028225,"chr1",5350,5369,"chr",1,51
-183.878572354073,"chr1",5370,5389,"chr",1,51
-187.833554784013,"chr1",5390,5409,"chr",1,51
-186.463546217568,"chr1",5410,5429,"chr",1,51
-184.940992991631,"chr1",5430,5449,"chr",1,51
-180.468852377431,"chr1",5450,5469,"chr",1,51
-183.907603531276,"chr1",5470,5489,"chr",1,51
-180.17185886853,"chr1",5490,5509,"chr",1,51
-177.820696377739,"chr1",5510,5529,"chr",1,51
-176.507251060304,"chr1",5530,5549,"chr",1,51
-179.326625112444,"chr1",5550,5569,"chr",1,51
-176.86671286768,"chr1",5570,5589,"chr",1,51
-184.952938727655,"chr1",5590,5609,"chr",1,51
-188.603997381407,"chr1",5610,5629,"chr",1,51
-186.882974580031,"chr1",5630,5649,"chr",1,51
-189.624873057889,"chr1",5650,5669,"chr",1,51
-187.290250497123,"chr1",5670,5689,"chr",1,51
-187.346234192551,"chr1",5690,5709,"chr",1,51
-186.58211417481,"chr1",5710,5729,"chr",1,51
-182.894880610296,"chr1",5730,5749,"chr",1,51
-184.172092890527,"chr1",5750,5769,"chr",1,51
-177.562596030897,"chr1",5770,5789,"chr",1,51
-176.253320519668,"chr1",5790,5809,"chr",1,51
-178.910456880479,"chr1",5810,5829,"chr",1,51
-168.380101786175,"chr1",5830,5849,"chr",1,51
-165.752148027487,"chr1",5850,5869,"chr",1,51
-164.820191159467,"chr1",5870,5889,"chr",1,51
-165.875053113418,"chr1",5890,5909,"chr",1,51
-172.933345294683,"chr1",5910,5929,"chr",1,51
-175.317665428956,"chr1",5930,5949,"chr",1,51
-168.906480110055,"chr1",5950,5969,"chr",1,51
