"chrom","start","end","label"
"chr1",2010,2030,"chr"
NA,NA,NA,"neg"
"chr1",2050,2070,"chr"
"chr1",2070,2090,"chr"
"chr1",2090,2110,"chr"
"chr1",2110,2130,"chr"
"chr1",2130,2150,"chr"
"chr1",2150,2170,"chr"
"chr1",2170,2190,"chr"
"chr1",2190,2210,"chr"
"chr1",2210,2230,"chr"
"chr1",2230,2250,"chr"
"chr1",2250,2270,"chr"
"chr1",2270,2290,"chr"
"chr1",2290,2310,"chr"
"chr1",2310,2330,"chr"
"chr1",2330,2350,"chr"
"chr1",2350,2370,"chr"
"chr1",2370,2390,"chr"
"chr1",2390,2410,"chr"
"chr1",2410,2430,"chr"
"chr1",2430,2450,"chr"
"chr1",2450,2470,"chr"
"chr1",2470,2490,"chr"
"chr1",2490,2510,"chr"
"chr1",2510,2530,"chr"
"chr1",2530,2550,"chr"
"chr1",2550,2570,"chr"
"chr1",2570,2590,"chr"
"chr1",2590,2610,"chr"
"chr1",2610,2630,"chr"
"chr1",2630,2650,"chr"
"chr1",2650,2670,"chr"
"chr1",2670,2690,"chr"
"chr1",2690,2710,"chr"
"chr1",2710,2730,"chr"
"chr1",2730,2750,"chr"
"chr1",2750,2770,"chr"
"chr1",2770,2790,"chr"
"chr1",2790,2810,"chr"
"chr1",2810,2830,"chr"
"chr1",2830,2850,"chr"
"chr1",2850,2870,"chr"
"chr1",2870,2890,"chr"
"chr1",2890,2910,"chr"
"chr1",2910,2930,"chr"
"chr1",2930,2950,"chr"
"chr1",2950,2970,"chr"
"chr1",2970,2990,"chr"
"chr1",2990,3010,"chr"
"chr1",3010,3030,"chr"
"chr1",3030,3050,"chr"
"chr1",3050,3070,"chr"
"chr1",3070,3090,"chr"
"chr1",3090,3110,"chr"
"chr1",3110,3130,"chr"
"chr1",3130,3150,"chr"
"chr1",3150,3170,"chr"
"chr1",3170,3190,"chr"
"chr1",3190,3210,"chr"
"chr1",3210,3230,"chr"
"chr1",3230,3250,"chr"
"chr1",3250,3270,"chr"
"chr1",3270,3290,"chr"
"chr1",3290,3310,"chr"
"chr1",3310,3330,"chr"
"chr1",3330,3350,"chr"
"chr1",3350,3370,"chr"
"chr1",3370,3390,"chr"
"chr1",3390,3410,"chr"
"chr1",3410,3430,"chr"
"chr1",3430,3450,"chr"
"chr1",3450,3470,"chr"
"chr1",3470,3490,"chr"
"chr1",3490,3510,"chr"
"chr1",3510,3530,"chr"
"chr1",3530,3550,"chr"
"chr1",3550,3570,"chr"
"chr1",3570,3590,"chr"
"chr1",3590,3610,"chr"
"chr1",3610,3630,"chr"
"chr1",3630,3650,"chr"
"chr1",3650,3670,"chr"
"chr1",3670,3690,"chr"
"chr1",3690,3710,"chr"
"chr1",3710,3730,"chr"
"chr1",3730,3750,"chr"
"chr1",3750,3770,"chr"
"chr1",3770,3790,"chr"
"chr1",3790,3810,"chr"
"chr1",3810,3830,"chr"
"chr1",3830,3850,"chr"
"chr1",3850,3870,"chr"
"chr1",3870,3890,"chr"
"chr1",3890,3910,"chr"
"chr1",3910,3930,"chr"
"chr1",3930,3950,"chr"
"chr1",3950,3970,"chr"
"chr1",3970,3990,"chr"
"chr1",3990,4010,"chr"
"chr1",4010,4030,"chr"
"chr1",4030,4050,"chr"
"chr1",4050,4070,"chr"
"chr1",4070,4090,"chr"
"chr1",4090,4110,"chr"
"chr1",4110,4130,"chr"
"chr1",4130,4150,"chr"
"chr1",4150,4170,"chr"
"chr1",4170,4190,"chr"
"chr1",4190,4210,"chr"
"chr1",4210,4230,"chr"
"chr1",4230,4250,"chr"
"chr1",4250,4270,"chr"
"chr1",4270,4290,"chr"
"chr1",4290,4310,"chr"
"chr1",4310,4330,"chr"
"chr1",4330,4350,"chr"
"chr1",4350,4370,"chr"
"chr1",4370,4390,"chr"
"chr1",4390,4410,"chr"
"chr1",4410,4430,"chr"
"chr1",4430,4450,"chr"
"chr1",4450,4470,"chr"
"chr1",4470,4490,"chr"
"chr1",4490,4510,"chr"
"chr1",4510,4530,"chr"
"chr1",4530,4550,"chr"
"chr1",4550,4570,"chr"
NA,NA,NA,"neg"
"chr1",4590,4610,"chr"
"chr1",4610,4630,"chr"
"chr1",4630,4650,"chr"
"chr1",4650,4670,"chr"
"chr1",4670,4690,"chr"
"chr1",4690,4710,"chr"
"chr1",4710,4730,"chr"
"chr1",4730,4750,"chr"
"chr1",4750,4770,"chr"
"chr1",4770,4790,"chr"
"chr1",4790,4810,"chr"
"chr1",4810,4830,"chr"
"chr1",4830,4850,"chr"
"chr1",4850,4870,"chr"
"chr1",4870,4890,"chr"
"chr1",4890,4910,"chr"
"chr1",4910,4930,"chr"
"chr1",4930,4950,"chr"
"chr1",4950,4970,"chr"
"chr1",4970,4990,"chr"
"chr1",4990,5010,"chr"
"chr1",5010,5030,"chr"
"chr1",5030,5050,"chr"
"chr1",5050,5070,"chr"
NA,NA,NA,"neg"
"chr1",5090,5110,"chr"
"chr1",5110,5130,"chr"
"chr1",5130,5150,"chr"
"chr1",5150,5170,"chr"
"chr1",5170,5190,"chr"
"chr1",5190,5210,"chr"
"chr1",5210,5230,"chr"
"chr1",5230,5250,"chr"
"chr1",5250,5270,"chr"
"chr1",5270,5290,"chr"
"chr1",5290,5310,"chr"
"chr1",5310,5330,"chr"
"chr1",5330,5350,"chr"
"chr1",5350,5370,"chr"
"chr1",5370,5390,"chr"
"chr1",5390,5410,"chr"
"chr1",5410,5430,"chr"
"chr1",5430,5450,"chr"
"chr1",5450,5470,"chr"
"chr1",5470,5490,"chr"
"chr1",5490,5510,"chr"
"chr1",5510,5530,"chr"
"chr1",5530,5550,"chr"
"chr1",5550,5570,"chr"
"chr1",5570,5590,"chr"
"chr1",5590,5610,"chr"
"chr1",5610,5630,"chr"
NA,NA,NA,"neg"
"chr1",5650,5670,"chr"
"chr1",5670,5690,"chr"
"chr1",5690,5710,"chr"
"chr1",5710,5730,"chr"
"chr1",5730,5750,"chr"
"chr1",5750,5770,"chr"
"chr1",5770,5790,"chr"
"chr1",5790,5810,"chr"
"chr1",5810,5830,"chr"
"chr1",5830,5850,"chr"
"chr1",5850,5870,"chr"
"chr1",5870,5890,"chr"
"chr1",5890,5910,"chr"
"chr1",5910,5930,"chr"
"chr1",5930,5950,"chr"
"chr1",5950,5970,"chr"
"chr1",5970,5990,"chr"
"chr1",5990,6010,"chr"
"chr1",6010,6030,"chr"
"chr1",6030,6050,"chr"
"chr1",6050,6070,"chr"
"chr1",6070,6090,"chr"
"chr1",6090,6110,"chr"
"chr1",6110,6130,"chr"
"chr1",6130,6150,"chr"
"chr1",6150,6170,"chr"
"chr1",6170,6190,"chr"
"chr1",6190,6210,"chr"
"chr1",6210,6230,"chr"
"chr1",6230,6250,"chr"
"chr1",6250,6270,"chr"
"chr1",6270,6290,"chr"
"chr1",6290,6310,"chr"
"chr1",6310,6330,"chr"
"chr1",6330,6350,"chr"
"chr1",6350,6370,"chr"
"chr1",6370,6390,"chr"
"chr1",6390,6410,"chr"
"chr1",6410,6430,"chr"
"chr1",6430,6450,"chr"
"chr1",6450,6470,"chr"
"chr1",6470,6490,"chr"
"chr1",6490,6510,"chr"
"chr1",6510,6530,"chr"
"chr1",6530,6550,"chr"
"chr1",6550,6570,"chr"
"chr1",6570,6590,"chr"
"chr1",6590,6610,"chr"
"chr1",6610,6630,"chr"
"chr1",6630,6650,"chr"
"chr1",6650,6670,"chr"
"chr1",6670,6690,"chr"
"chr1",6690,6710,"chr"
"chr1",6710,6730,"chr"
"chr1",6730,6750,"chr"
"chr1",6750,6770,"chr"
"chr1",6770,6790,"chr"
"chr1",6790,6810,"chr"
"chr1",6810,6830,"chr"
"chr1",6830,6850,"chr"
"chr1",6850,6870,"chr"
"chr1",6870,6890,"chr"
"chr1",6890,6910,"chr"
"chr1",6910,6930,"chr"
"chr1",6930,6950,"chr"
"chr1",6950,6970,"chr"
"chr1",6970,6990,"chr"
"chr1",6990,7010,"chr"
"chr1",7010,7030,"chr"
"chr1",7030,7050,"chr"
"chr1",7050,7070,"chr"
"chr1",7070,7090,"chr"
"chr1",7090,7110,"chr"
"chr1",7110,7130,"chr"
"chr1",7130,7150,"chr"
"chr1",7150,7170,"chr"
"chr1",7170,7190,"chr"
"chr1",7190,7210,"chr"
"chr1",7210,7230,"chr"
"chr1",7230,7250,"chr"
"chr1",7250,7270,"chr"
"chr1",7270,7290,"chr"
"chr1",7290,7310,"chr"
"chr1",7310,7330,"chr"
"chr1",7330,7350,"chr"
"chr1",7350,7370,"chr"
"chr1",7370,7390,"chr"
"chr1",7390,7410,"chr"
"chr1",7410,7430,"chr"
"chr1",7430,7450,"chr"
"chr1",7450,7470,"chr"
"chr1",7470,7490,"chr"
"chr1",7490,7510,"chr"
"chr1",7510,7530,"chr"
"chr1",7530,7550,"chr"
"chr1",7550,7570,"chr"
"chr1",7570,7590,"chr"
"chr1",7590,7610,"chr"
"chr1",7610,7630,"chr"
"chr1",7630,7650,"chr"
"chr1",7650,7670,"chr"
"chr1",7670,7690,"chr"
"chr1",7690,7710,"chr"
"chr1",7710,7730,"chr"
"chr1",7730,7750,"chr"
"chr1",7750,7770,"chr"
"chr1",7770,7790,"chr"
"chr1",7790,7810,"chr"
"chr1",7810,7830,"chr"
"chr1",7830,7850,"chr"
"chr1",7850,7870,"chr"
"chr1",7870,7890,"chr"
"chr1",7890,7910,"chr"
"chr1",7910,7930,"chr"
"chr1",7930,7950,"chr"
"chr1",7950,7970,"chr"
"chr1",7970,7990,"chr"
"chr1",7990,8010,"chr"
"chr1",8010,8030,"chr"
"chr1",8030,8050,"chr"
"chr1",8050,8070,"chr"
"chr1",8070,8090,"chr"
"chr1",8090,8110,"chr"
"chr1",8110,8130,"chr"
"chr1",8130,8150,"chr"
"chr1",8150,8170,"chr"
"chr1",8170,8190,"chr"
"chr1",8190,8210,"chr"
"chr1",8210,8230,"chr"
"chr1",8230,8250,"chr"
"chr1",8250,8270,"chr"
"chr1",8270,8290,"chr"
"chr1",8290,8310,"chr"
"chr1",8310,8330,"chr"
"chr1",8330,8350,"chr"
"chr1",8350,8370,"chr"
"chr1",8370,8390,"chr"
"chr1",8390,8410,"chr"
"chr1",8410,8430,"chr"
"chr1",8430,8450,"chr"
"chr1",8450,8470,"chr"
"chr1",8470,8490,"chr"
"chr1",8490,8510,"chr"
"chr1",8510,8530,"chr"
"chr1",8530,8550,"chr"
"chr1",8550,8570,"chr"
"chr1",8570,8590,"chr"
"chr1",8590,8610,"chr"
"chr1",8610,8630,"chr"
"chr1",8630,8650,"chr"
"chr1",8650,8670,"chr"
"chr1",8670,8690,"chr"
"chr1",8690,8710,"chr"
"chr1",8710,8730,"chr"
"chr1",8730,8750,"chr"
"chr1",8750,8770,"chr"
"chr1",8770,8790,"chr"
"chr1",8790,8810,"chr"
"chr1",8810,8830,"chr"
"chr1",8830,8850,"chr"
"chr1",8850,8870,"chr"
"chr1",8870,8890,"chr"
"chr1",8890,8910,"chr"
"chr1",8910,8930,"chr"
"chr1",8930,8950,"chr"
"chr1",8950,8970,"chr"
"chr1",8970,8990,"chr"
"chr1",8990,9010,"chr"
"chr1",9010,9030,"chr"
NA,NA,NA,"neg"
